Dante Pettis,CHI,WR,14,2,37,18.5,0,0,0,64.2,4.59,3.21
Ben Skowronek,LA,WR,14,1,17,17,1,0,0,84.3,6.02,2.11
Ihmir Smith-Marsette,CHI,WR,3,1,-1,-1,0,1,1,0.4,0.13,0.2
Jameson Williams,DET,WR,6,1,40,40,0,0,0,15.1,2.52,7.55
Adam Thielen,MIN,WR,17,1,4,4,0,0,0,178,10.47,2.51
Joshua Palmer,LAC,WR,16,1,4,4,0,1,0,167.3,10.46,2.29
Marquise Brown,ARI,WR,12,1,1,1,0,1,0,156,13,2.29
Dallin Leavitt,GB,SS,1,1,0,0,0,0,0,0,0,0
Courtland Sutton,DEN,WR,15,1,5,5,0,0,0,159.4,10.63,2.45
Racey McMath,TEN,WR,4,1,4,4,0,0,0,6.4,1.6,2.13
Danny Gray,SF,WR,5,1,9,9,0,0,0,2.9,0.58,1.45
Jordan Howard,NO,RB,1,1,1,1,0,0,0,0.1,0.1,0.1
Sean Chandler,CAR,SS,1,1,2,2,0,0,0,0.2,0.2,0.2
Michael Woods,CLE,WR,6,1,-5,-5,0,0,0,9,1.5,1.5
Feleipe Franks,ATL,TE,2,1,0,0,0,0,0,0,0,0
Jason Cabinda,DET,FB,4,1,4,4,0,0,0,1.9,0.48,0.95
Demetric Felton,CLE,RB,4,1,-4,-4,0,0,0,2.4,0.6,0.8
Nick Bellore,SEA,ILB,1,1,3,3,0,0,0,0.3,0.3,0.3
Marcus Allen,PIT,ILB,1,1,4,4,0,0,0,0.4,0.4,0.4
Kylen Granson,IND,TE,13,1,0,0,0,1,0,61.2,4.71,1.91
Jaelon Darden,TB,WR,3,1,2,2,0,0,0,4.8,1.6,1.6
Keith Smith,ATL,FB,2,1,2,2,0,0,0,2,1,1
Stefon Diggs,BUF,WR,16,1,-3,-3,0,1,0,316.6,19.79,2.9
Jordan Love,GB,QB,4,1,-1,-1,0,0,0,11.7,2.93,11.7
Ashtyn Davis,NYJ,SS,1,1,2,2,0,0,0,0.2,0.2,0.2
Tyler Badie,DEN,RB,1,1,0,0,0,0,0,9.4,9.4,4.7
Darnell Mooney,CHI,WR,11,1,2,2,0,0,0,101.5,9.23,2.48
Jonnu Smith,NE,TE,12,1,5,5,0,1,0,52,4.33,1.86
Chase Claypool,CHI,WR,7,1,4,4,0,1,1,26.4,3.77,1.76
Romeo Doubs,GB,WR,13,1,11,11,0,2,1,101.6,7.82,2.36
Trenton Irwin,CIN,WR,9,1,11,11,0,0,0,63.2,7.02,3.95
Noah Gray,KC,TE,17,1,1,1,1,0,0,70,4.12,2.41
Daniel Bellinger,NYG,TE,11,1,2,2,1,1,1,73,6.64,2.35
Kylin Hill,GB,RB,1,1,7,7,0,0,0,0.7,0.7,0.7
Marquez Valdes-Scantling,KC,WR,17,1,-3,-3,0,0,0,122.4,7.2,2.85
Zach Pascal,PHI,WR,12,1,0,0,0,0,0,36,3,2.25
Cedrick Wilson,MIA,WR,8,1,8,8,0,0,0,26.4,3.3,2.03
Clayton Fejedelem,MIA,SS,1,1,0,0,0,0,0,0,0,0
Donovan Peoples-Jones,CLE,WR,17,1,2,2,0,1,1,161.1,9.48,2.6
Peyton Hendershot,DAL,TE,9,1,2,2,1,0,0,39.5,4.39,3.29
Andy Isabella,BAL,WR,1,1,1,1,0,0,0,0.1,0.1,0.1
Gerald Everett,LAC,TE,15,1,0,0,0,0,0,137.5,9.17,2.33
Matthias Farley,LV,FS,1,1,-3,-3,0,0,0,-0.3,-0.3,-0.3
Keenan Allen,LAC,WR,10,1,8,8,0,1,1,165.4,16.54,2.47
Dyami Brown,WAS,WR,7,1,15,15,0,0,0,32.8,4.69,5.47
Bryan Anger,DAL,P,1,1,0,0,0,1,0,0,0,0
Scott Miller,TB,WR,11,1,8,8,0,0,0,42.3,3.85,1.76
Harrison Bryant,CLE,TE,14,1,8,8,0,0,0,61.7,4.41,1.93
Jamie Gillan,NYG,P,2,1,-3,-3,0,0,0,-0.3,-0.15,-0.3
Chase Daniel,LAC,QB,3,1,4,4,0,0,0,6.5,2.16,6.48
