Kenny Yeboah,NYJ,TE,1,1,0,0,0,0,0,0,0
Cody Thompson,SEA,WR,1,1,1,10,10,0,2,2,2
Justin Herbert,LAC,QB,13,1,1,10,10,0,239.2,18.4,4.51
La'Mical Perine,KC,RB,1,1,0,0,0,0,0.1,0.1,0.1
Eric Saubert,HOU,TE,1,1,1,5,5,0,1.5,1.5,1.5
Britain Covey,PHI,WR,1,1,1,7,7,0,1.7,1.7,1.7
Desmond Ridder,ATL,QB,13,1,1,-6,-6,0,168.8,12.99,3.25
Donovan Smith,KC,T,1,1,1,0,0,0,1,1,1
Phillip Dorsett,DEN,WR,1,1,0,0,0,0,0,0,0
Malcolm Rodriguez,DET,ILB,1,1,1,6,6,0,1.6,1.6,1.6
Mason Kinsey,TEN,WR,1,1,1,6,6,0,1.6,1.6,1.6
Kwamie Lassiter,CIN,WR,1,1,1,2,2,0,1.2,1.2,1.2
-,LV,TE,1,1,1,6,6,0,1.6,1.6,1.6
Tucker Fisk,ATL,TE,1,1,1,9,9,0,1.9,1.9,1.9
C.J. Stroud,HOU,QB,13,1,1,0,0,0,244.5,18.81,6.79
Jonathan Williams,WAS,RB,1,1,0,0,0,0,-0.2,-0.2,-0.2
Geno Smith,SEA,QB,13,1,1,-2,-2,0,196.9,15.14,6.15
James Robinson,GB,RB,1,1,1,-2,-2,0,1,1,0.5
