rank,id,player,team,pos,game.week,opp,rush_att,rush_yds,rush_yds_per_att,rush_td,rec_tgt,rec,rec_yds,rec_td,fum,fum_lost,fpts_ppr
200,23188,Austin Jones,WAS,RB,4,ARI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,21774,Tony Jones,ARI,RB,4,WAS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,23371,Isiah Pacheco,KC,RB,4,LAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,22560,Keaontay Ingram,KC,RB,4,LAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,25058,Emani Bailey,KC,RB,4,LAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,21769,Clyde Edwards-Helaire,KC,RB,4,LAC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,22556,Jaret Patterson,LAC,RB,4,KC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,19912,Nyheim Hines,CLE,RB,4,LV,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,25066,Aidan Robbins,CLE,RB,4,LV,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,24312,Jacob Saylors,CLE,RB,4,LV,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,23632,Brittain Brown,LV,RB,4,CLE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,19798,Nick Chubb,CLE,RB,4,LV,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,19823,Royce Freeman,CLE,RB,4,LV,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,23218,Pierre Strong Jr.,CLE,RB,4,LV,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,23199,Sincere McCormick,LV,RB,4,CLE,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,25623,Nathaniel Peat,DAL,RB,4,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,25497,Lorenzo Lingard,NYG,RB,4,DAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,25051,Dante Miller,NYG,RB,4,DAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,18872,Dalvin Cook,DAL,RB,4,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,21100,Jakob Johnson,NYG,RB,4,DAL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,23880,Malik Davis,DAL,RB,4,NYG,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,24238,Kendre Miller,NO,RB,4,ATL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,25065,Jacob Kibodi,NO,RB,4,ATL,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,24304,Carlos Washington Jr.,ATL,RB,4,NO,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,22647,Chris Evans,CIN,RB,4,CAR,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,25508,Elijah Collins,CIN,RB,4,CAR,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,24944,Jonathon Brooks,CAR,RB,4,CIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,24946,Jaden Shirden,CAR,RB,4,CIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,23213,Kendall Milton,CIN,RB,4,CAR,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,25055,Dillon Johnson,CAR,RB,4,CIN,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,23174,Zach Evans,LA,RB,4,CHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,21310,Khari Blasingame,CHI,RB,4,LA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,20810,Travis Homer,CHI,RB,4,LA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,23202,SaRodorick Thompson Jr.,LA,RB,4,CHI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,25045,Rasheen Ali,BAL,RB,4,BUF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
